Refacility,facilityname,Syste
25060,Tegat Dispensary (Kuresoi South),17716
22525,Mugumo Dispensary,17714
21807,Mwamanga Dispensary,17713
24766,PremierCare Diagnostics Loitokitok,17712
24926,Emurutoto Health Centre,17711
22406,Uloma Dispensary,17710
25833,Eshinamwenyuli Health Centre,17708
25672,Kamalel Health Centre,17705
25422,Hong Kong Dispensary,17704
17243,Reale Hospital Eldoret,17702
24038,Magogoni Medical Clinic,17698
21860,Sinai hospital,17697
24694,Legacy Family Health Option,17692
17708,Ncooro Dispensary,17691
21620,Machakha Dispensary,17690
26509,Sangarau Dispensary,17687
26518,Loropil Dispensary,17686
23040,LVCT Health Dice (Hurlinghum),17685
23049,Ivory Health Solutions Limited,17683
26322,Acacia Medical Clinic,17681
24830,Golden Heart Hospital,17680
21910,Mewa Drop In Centre,17679
21701,Musikoma Dispensary,17678
25411,Nalemsekon Dispensary,17677
22215,Natukobenyo Health Centre,17674
23432,Ringa Health Centre,17672
22512,Skovic Health Care,17670
17902,Madoadi Dispensary (Sololo),17668
22003,Chebukutumi Dispensary,17667
17667,Waye Godha Dispensary,17666
21488,Odino Health Centre,17662
22520,Makololwe Dispensary,17659
25442,Jamii Medcare Clinic,17658
25770,Consolata Mathari Cathedral Annex,17657
22501,Namwatikho Dispensary,17655
19865,Wikoteng Dispensary,17652
15274,Nadapal Primary Health Care Programme,17650
19978,Ndalani Dispensary,17648
26019,Sheba Medical Centre LTD,17647
24013,Phadam Hospital Umoja,17646
23399,Bristol Park Hospital Utawala,17645
22059,Alwalidayn Dispensary,17643
21420,Naromoru Medical Clinic,17642
20643,Gituamba Mathore Dispensary,17641
23718,Bahati Tassia Medical Centre,17639
22728,Karima dispensary,17638
21455,AIC Lalang Amalo Health Center,17634
23513,Spicas Medical Clinic,17633
23656,Kaare Health Care,17632
24671,Vihiga Private General and  Marternity Hospital,17630
22002,Annex loc.Medical clinic,17629
21704,Inuka Medical Clinic,17627
22949,George Mudenyo Kadima Nasio Trust (Mumias West),17626
18073,Embomos Dispensary,17623
25166,Mumias Level IV Hospital,17620
25035,Lodwar Hills Medical Centre,17619
22093,Oruba Dispensary,17618
21676,Rapha Hospital (Makueni),17616
25005,Mariakani Community Healthcare Services(Kaloleni),17615
24251,SAPTA KAYOLE,17613
21414,Iruri Dispensary (Mathira West),17610
19700,Pipeline (PCEA) Medical Clinic,17609
24044,Mzalendo Medical Clinic,17608
21901,Kiaga Dispensary,17607
21178,Tumaini Golden Clinic,17606
24577,Afyamax Medical Clinic,17603
24079,Chest & Skin Clinic Ishiara,17602
23467,SAPTA Trust(Githurai),17600
23137,Mainland Relief Hospital,17598
25155,St. Joseph RiftValley Hospital,17597
18805,Bodaki Medical Clinic,17596
25260,Langi Kodera DISPENSARY,17594
23414,Kware Dispensary,17593
23407,Kora Dispensary,17589
21928,Chesra Dispensary,17587
20644,Kamburu Dispensary,17585
24937,ACC&S Kigumo Dispensary,17583
20923,Brillian Doctors Plaza Hospital,17581
22320,Lenmek Hospital Rongo Annex,17577
20657,St Mary's Mission International Medical Clinic,17576
26432,Nyankongo Dispensary,17575
23458,Kolani Dispensary,17571
21898,Kamuiru Dispensary,17567
24717,Ngara Medical Complex,17564
26490,Geteni Dispensary,17563
17620,Reachout Center Medical Clinic,17560
25975,Bethesda Health Care,17557
24395,Grandmed Hospital,17553
15199,Mogotio Plantation Dispensary,17549
26001,Akolong Dispensary,17548
14833,Kericho Municipal Health Centre,17546
17085,Belgut Dispensary,17539
20425,AP Kanyonyoo Dispensary,17538
22941,Kalukuni Dispensary,17537
24820,Rachar Dispensary,17535
23699,Elelea Dispensary,17533
24324,Nemaiyan Medical Clinic,17532
18012,Watanu SDA dispensary,17531
22229,Kyondoni Dispensary,17530
23438,City Jacaranda SDA Church Clinic,17529
20968,Baringo County Beyond Zero Mobile Clinic,17528
17712,Kenyenya Medical Centre (Kenyenya),17527
22752,Lwakhakha Dispensary,17526
22508,Kaptama Health Centre,17525
23135,Pangani Dispensary (Lungalunga),17524
14584,Itare Dispensary,17523
24136,Mwembe kati dispensary,17522
22611,Gidagadi dispensary,17521
24051,Meru Family Medical Centre,17520
23811,Amane Cottage Hospital,17518
22290,OBAMA DISPENSARY,17516
15023,Lelu Dispensary,17515
24785,Maryrosa Health Care Centre,17514
22600,Saboti Nursing Home,17512
21142,Barut Medical clinic,17511
21773,Mulachi Dispensary,17499
20609,Kargi Health Centre,17496
15164,Mbogo Valley Dispensary,17490
18506,Kapisimba Dispensary,17489
18743,Kariobangi Edarp,17488
24979,Kenyatta University Teaching Refferal and Research Hospital,17486
21417,Mariira Community Dispensary,17485
20799,Mikuyuni Dispensary (Kibwezi West),17481
17162,Musingini Dispensary,17479
16821,St Lukes Medical Clinic,17477
22218,Sangoro Dispensary,17473
23400,Moyale Afya Medical Clinic,17469
25781,Gedmed Medical Center and Nursing Home Sega,17466
23357,Gakirwe Dispensary,17451
24639,Rapha Hospital and Clinics,17447
15270,Nachola Health Centre,17445
21600,Seguton Dispensary,17441
18709,Ruiri Medical Center,17439
20922,Kenya Community Health Network,17438
20948,Kamanau Dispensary,17437
24808,Kemera Medical Clinic,17434
20684,Amaiga Dispensary,17431
21399,Roman Maternity and Nursing Home,17429
14151,Tombe Health Centre,17428
24762,Nairobi Women's Hospital (Mvita),17426
20600,Burri Aramia Dispensary,17423
23814,Salgaa medical and diagnostic centre,17417
14347,Chepkoton Dispensary,17416
25425,Naivasha Medical Clinic Company LTD(Naivasha),17414
25657,Thawabu Medical Clinic,17411
21972,GEDMED MEDICAL CENTER AND NURSING HOME,17410
24544,Tumaini Medical Center,17409
24818,Teens Watch (FSW) Centre,17408
18595,Shallom Dispensary,17403
24725,Kirutu Rescue Medical Centre,17397
23198,Kianungu Dispensary,17396
25929,Ropment Nduru Medical Center,17395
23256,Laresoro Dispensary,17393
24130,Bandari Dispensary,17391
22299,Nabuala Medical Centre,17385
21922,Jumuia Hospitals Kakamega Clinic,17384
24127,Mikiriani Dispensary,17383
22070,JOYRIDE MEDICAL CENTRE,17382
23615,Mombasa West Hospital LTD,17381
24175,Mathcare Medical Clinic,17380
18360,Ngiitakito Dispensary,17379
22168,Mulot stand alone VCT (Bomet),17376
17040,Lodwar Medical Centre,17374
21055,Naduat Dispensary,17371
22568,Twiga Dispensary,17370
22500,Bukokholo Dispensary,17367
23145,Gatundu Womens medical Clinic,17366
23306,Maregut,17365
22364,Chogoria Hospital Chuka Medical Center,17363
21881,Mugeka Health Clinic,17362
18592,Ravine Glory Health Care Services,17358
23925,Uwanja Wa ndege Dispensary,17351
17514,Mary Mission,17350
23108,Shamakhokho Neema Medical Clinic,17348
23080,Naivasha Quality Health Care Services Limited (Karagita),17347
26499,Obunga Family Health Centre,17346
26526,Optimum Current Health Care Hospital,17345
23933,Ndonyo Health Care Clinic,17344
20566,Mephibosheth Medical Clinic,17343
22545,Biketi Dispensary,17342
18565,Mutanda Dispensary,17341
20150,Chemobo Community Dispensary,17340
24317,Nightingale Medical Centre-Milimani,17334
25773,Equity Afia Medical Centre,17333
22758,Eregi Teachers Training College Clinic,17331
17137,Nyabangi Dispensary,17330
22671,Kimathi Health Care Medical Clinic,17324
17144,Cheronget Dispensary,17321
26482,Superior Care Medical Center,17318
21323,Olchoro Oirowa Dispensary,17315
22569,Matumbei Dispensary,17313
22593,Kamahuha Medical Clinic,17310
21289,Chelymo Medical Centre,17307
22499,Olengo Dispensary,17305
20355,Gaketha Dispensary,17303
22760,Kikopey Dispensary,17302
23634,Kiritiri Medical Healthcare,17301
22524,Baraka Dispensary,17300
25704,Wellness Health Services,17299
22475,Zongwani Dispensary (Bamako),17298
17384,Lang'ata Comprehensive Medical Service,17297
23291,Sky Medical Center,17290
25392,Gedmed Medical Centre & Nursing Home Siaya - Mwisho Mwisho,17289
26149,Port Florence Community Hospital,17287
21127,Nkoilale Health Centre,17283
21767,Mung'oma Hospital,17280
17802,Olchekut Community Based Clinic,17279
23371,Katulani Dispensary -(Kibwezi West),17276
23156,Langa Langa Dispensary,17275
16998,Karia Health Centre (Nyeri South),17274
14126,St Teresas CFW Clinic - Manyuanda (Rarieda),17272
22795,HOLSOMS MATERNITY & Nursing Home,17270
25625,Mumias West Health Care,17267
23512,Testimony Medical Clinic,17266
23999,Nairobi Women Hospital(Naivasha Branch),17262
24434,Iten Healthcare Services,17261
21730,kiganjo medical clinic,17258
25654,Primecare Health  Services,17251
20435,Sinonin Dispensary (Koibatek),17248
21903,Blessed Medicare Centre,17247
26295,Mtwapa Creek,17245
23719,Vebeneza Medical Clinic,17244
19129,Ruiri MCK Medical Centre,17243
23188,Kalamba Health Care Centre,17242
14197,Arjijo Dispensary,17241
23359,Makindu Medical Center,17239
23880,Gatumbi GK Dispensary,17234
21702,Outspan Hospital-Embu Medical Clinic,17233
22751,Nakuru West( A.I.P.C.A) Medical Centre,17232
25650,Access Afya Baba dogo,17226
21400,St Teresa Medical Clinic,17225
24102,Oyugis Outpatient Medical Centre,17223
22152,Kitololoni Catholic Dispensary,17220
22054,Caritas community hospital,17219
22079,Universal Family Health Services (Machakos),17217
20795,Nzouni Dispensary,17216
17477,Kaitese Dispensary,17214
23625,G.K Prison Dispensary yatta,17213
22958,Mwala Dispensary,17210
24553,Blessed to Bless Medical Clinic,17201
23685,Legei Medical Clinic,17193
23169,LakeSide Integrated Medical Services (Naivasha),17192
23140,Thome Dispensary,17191
24409,Naramat Medical & Dental clinic (Nakuru),17190
25434,Kiambogo Dispensary Kieni West,17189
22193,Velma Memorial Medical Centre,17183
20001,Kaapus Dispensary,17182
22933,Maili Saba Dispensary,17179
23182,Mona Dispensary,17178
16934,Itoloni Dispensary,17177
24641,ParkYard Medical Centre,17175
22972,Sweetwaters Serena Clinic,17174
21454,Development Pamoja Dispensary,17173
23530,Nabulon Dispensary,17172
24674,Osure Dispensary,17171
22521,Transami Medical Centre,17170
21682,Kaguma Dispensary,17169
22930,Mbogoini Dispensary,17166
17143,Samutet Dispensary,17165
26245,Athena Medical Clinic,17162
21449,Maroba Health Centre,17161
22311,Ishiawa Health Care Clinic,17160
25095,The Nakuru Specialist Hospital,17158
25218,Family Wellness  Centre(Naivasha),17157
24884,Ebwiranyi Dispensary,17156
24900,Kamugu Dispensary,17155
25897,Boji Dispensary,17152
17702,Taita Taveta University College Clinic,17150
24052,Oljabet hospital,17147
18258,Tasia Family Medical Clinic,17144
22227,Kavaini Dispensary,17143
21406,Lukhokhwe Dispensary,17142
25253,Siloam Hospital LTD Bomet,17140
23366,Kakuzi Limited Makuyu Dispensary,17139
18719,Everest Medical Clinic,17138
22926,Alliance Medical Centre (Mombasa),17137
24410,City Point Medical Centre,17134
23033,Kamuwongo Hope Medicare Centre (Mwingi North),17133
19148,Kathungi Dispensary,17132
23773,Migwani Medical Centre,17131
26235,The Tseikuru Geliad Medical Centre,17130
25723,Mimosa Cottage Hospital,17127
14742,Kaplong Medical Clinic,17126
26167,POP HEALTH CENTER,17125
22979,Shiyunzu Dispensary,17124
14948,Kitale Mobile Clinic,17121
26514,Kamboo Dispensary,17120
25329,Waso Nursing Home,17118
23491,LVCT Health (Kibagare),17117
23607,Medijav Medical Services,17116
25067,Sinaia Medical Clinic,17114
23935,Child Health and Survival Centre,17113
22349,SWOP Clinic Donholm,17111
17546,Van Den Berg Farm Clinic,17110
26194,New Ikonge Medical Center,17108
24261,Sachangwan Highway Medical Centre,17106
22143,Meru Jordan Hospital Ltd,17105
25978,ADADI DISPENSARY,17104
25984,Silungai Dispensary,17098
23778,Focus Clinic,17097
25656,Bliss Medical Center(Umoja 2),17096
14925,Kiptagich Tegat Dispensary,17094
22912,Gates of Hope Family Healthcare,17092
22195,Gitero Dispensary,17091
24234,Tudor Health care (Suba),17089
23726,Medmax Medical Centre,17087
19451,Primed Medical Services Komarock,17086
26305,Philo Medical Clinic(Naivasha),17085
23030,Zombe Sub County Hospital,17084
21348,Lochoredome Dispensary (Loima),17083
26337,Mowlem Community Clinic,17082
21849,Evans Healthcare Clinic LTD,17079
19805,Remedy Laboratory Services,17077
22996,Jambo Medical Centre,17076
23050,Nimoli Medical Services (Fedha),17073
20304,Selma medical clinic,17069
22518,Maili Tisa Dispensary,17068
25717,Beyond Scope Hospital,17067
23022,Hike Medical Clinic,17066
15198,Mogotio Catholic Dispensary,17065
17092,Sachora Dispensary,17064
23212,Ihiga dispensary,17062
20522,Maikona Health Centre,17061
23043,Bamburi Vikwatani Medical Clinic,17060
26353,Karura Ka Nyungu Dispensary,17059
24115,Chumani Dispensary,17058
22024,Kanco wellness centre Mariakani,17057
22251,Alpha Hill Medical Centre,17055
22876,Ruiru family clinic,17052
26033,Family Access Medical Centre,17051
21835,Weru Dispensary (Muthambi),17050
25363,Mayo Antony Medical Clinic,17049
24092,The Kitui Family Care Hospital,17047
23766,Maundo Meri Dispensary,17045
26444,Saifee Foundation Medical  Centre,17044
21925,Afya International Hospital,17040
25543,Oran Medical Clinic,17039
24301,Annointed Hands Clinic,17038
23606,Garissa GK Prison Medium,17036
26403,OLLA NURSING HOME,17032
26515,Al-Iqlas  Medical Centre,17029
23927,Silva Community Medical Centre,17028
26511,Anfaal Health Care,17027
25046,OLASITI MEDICAL CLINIC,17026
22274,Finecare Medical Clinic,17025
23926,Blissgvs health care - Mtwapa,17024
26221,Jambo Medical Clinic and Maternity LTD Kanamai,17023
18332,Galmagalla Nomadic Clinic,17021
23847,Kimathi Medical Services,17020
26034,Chamalo Medical Clinic (Jaribuni),17018
21280,Kariguini Dispensary,17017
16826,Right Choice Clinic,17016
26547,Temri Medical Centre,17015
24637,Ololoita Medical Clinic,17014
20482,Modesty Medical Centre,17013
26363,Ntimaru Medicare Services,17003
26360,Nyamusi Medicare,17002
26220,Mogweko Dispensary,16999
26027,Geta Mocha Dispensary,16998
26191,Bonyunyu prime Health care Maternity and Nursing Home,16995
18629,CID Headquaters Clinic,16993
24099,Marsabit Highway Medical services,16992
24140,Leshwa Medical Centre(Naivasha),16991
13365,Hulugho Sub County Hospital,16990
25017,Hashi Medical Centre Limited (Migori),16989
22888,Mwea Capital Medical Center,16988
13431,Sangailu Health Centre,16987
24157,Garissa Nursing Home Annex,16986
21667,Garissa Beyond Zero Mobile Clinic,16985
21416,Aberdare Medical Centre Ltd,16984
23211,Doctors Plaza Garissa,16983
25336,Mwingi Specilalist Hospital,16982
23492,King David Hospital,16981
17142,St Annes Health Clinic,16980
22383,Matibabu Ugunja Clinic,16979
17021,Menengai Health Care Services,16974
25427,Oak Tree Centre For Kidney and Chronic Diseases Ltd,16973
23945,Bethany Medical Clinic,16972
24924,Mukuru Sunrise Medclinic,16971
24439,Gilgil Health Care Medical Centre,16970
22990,Smart Healthcare Maai Mahiu,16969
23540,Huduma Centre Clinic - Nakuru,16968
17340,St Marks Medical Clinic,16965
21398,Charity Medical Centre,16962
23228,Quality Medical Care,16960
24014,Phadam Hospital Nasra,16958
25247,Tumaini Kopere Health Care Services,16956
23378,Nyambene Medical Clinic(Karama),16954
21947,Maji Ya Chumvi Dispensary,16939
13860,Nyabikomu Dispensary,16934
24237,Hawi Family Hospital,16933
22161,Kiria-ini Health Care Services,16931
22609,ACK Nguni Annex Clinic,16929
24618,DICE ICL BOMET,16928
23059,Namuya Shalom Medical Services,16926
24122,Tudor Healthcare Nyali,16925
24433,Queens and Kings Accurate Health Centre,16924
23348,Karama Medical Clinic,16923
23276,Kirimachuma APLSC Dispensary,16922
26067,Meru Doctors Plaza Ltd,16921
23535,Family Focus Medical Clinic,16882
25754,Alder Medical Centre,16881
21949,Rukindu Dispensary,16880
25255,Mbaranga Dispensary,16879
23282,The Avenue Medical And Diagnostic Centre,16878
19168,Bulla Medina Clinic,16877
24211,Timau Farmers Dispensary,16876
13574,Gietai (AIC) Dispensary,16870
17610,Ikutha Medical Clinic,16869
22378,Nuclear Medical Laboratory,16868
24343,Katani Hospital,16867
25244,Lifescope Medical Center,16865
24398,Chalbeat Medical Centre,16858
17880,Sotik Town VCT,16857
15043,Locheremoit Dispensary,16856
23978,EastValley Nursing Home(Naivasha),16855
23905,Kimoson Dispensary,16854
24724,Living Room International,16853
24564,Mwembeni Medical Centre,16852
25246,Reliance Hospital Limited,16836
26437,BANIS NURSING HOME,16826
21698,West Oljoroorok Medical Clinic,16825
23397,Osani Community Health & Development Centre,16822
14237,Barsaloi GK Dispensary,16821
24698,Hope Worldwide Kenya,16820
26248,Mugutha (SDA) Dispensary,16818
25417,Naregae Dispensary,16816
20349,Ndumbini Dispensary,16815
22554,St Mary's Health Care,16814
17677,Jodams Medical maternity Clinic (Kenyenya),16808
25644,Health Gate Hospital,16807
26316,Kimunye Health Service,16806
23096,Chesingoro Medical Clinic (Litein),16801
24488,Radiant Group Of Hospitals Kasarani Sportsview,16800
20596,Munanda Dispensary,16796
17321,Kapune Dispensary,16795
17481,Bonjoge Dispensary,16792
21895,Kamwangu Dispensary,16791
18067,Alpha Community Health Clinic (Migori),16790
20773,Kalokol Dispensary,16789
23334,Star General Medical Centre,16788
24451,Sabatia Eye Hospital Kisumu Clinic,16787
17655,AIC Litein VCT,16786
24507,Tumaini Medical Clinic Tsangatsini,16785
24073,Jesse Kay Children's Hospital,16784
24431,Holsoms Annex Medical Centre,16783
18823,Kabarak University Medical Centre,16777
19603,St Judes Nursing Home Hospital,16775
23214,Mathioya Medical Clinic,16771
24218,Rema Medical Services-Mathare North,16770
17996,Precious Life Medical Clinic (Ruai),16769
24526,Equator Medical Centre,16768
24397,Danlink Health Care,16767
25788,Embu Childrens Clinic-Town Centre,16766
